"","JULDAY","TIME","D0cm","D1.5cm","D3.5cm","D5cm","D10cm","D15cm","D30cm","D60cm","D100cm","D200cm"
"6195",259,120,8.89017200469971,20.4159641265869,20.8831558227539,21.2130794525146,22.1855812072754,22.965856552124,24.227180480957,24.0133094787598,23.8371257781982,24.1244487762451
"6196",259,180,8.6830940246582,20.0567722320557,20.5195903778076,20.8479404449463,21.8260402679443,22.6272792816162,24.0263328552246,24.0125198364258,23.8421440124512,24.1244487762451
"6197",259,240,8.47896289825439,19.7265968322754,20.1830635070801,20.512279510498,21.4935455322266,22.3110599517822,23.8218307495117,24.0028953552246,23.8469467163086,24.1244487762451
"6198",259,300,8.29975605010986,19.3549404144287,20.0120162963867,20.1557216644287,21.1855144500732,22.013671875,23.6164989471436,23.985034942627,23.8513984680176,24.1244487762451
"6199",259,360,8.09484672546387,19.1306400299072,19.5830173492432,19.9070339202881,20.892333984375,21.7326736450195,23.4122524261475,23.9595565795898,23.8553695678711,24.1244487762451
"6200",259,420,14.3874139785767,19.3983421325684,19.65940284729,19.8781356811523,20.6929683685303,21.4801845550537,23.2107772827148,23.9271297454834,23.8587436676025,24.1244487762451
"6201",259,480,25.8163089752197,20.6512241363525,20.5450782775879,20.5354385375977,20.8511333465576,21.3752098083496,23.0216007232666,23.8885555267334,23.8614253997803,24.1244487762451
"6202",259,540,37.4566612243652,22.6489810943604,22.1516628265381,21.876049041748,21.4966735839844,21.5640201568604,22.8716068267822,23.8453884124756,23.8633365631104,24.1244487762451
"6203",259,600,46.8353614807129,24.935266494751,24.1158180236816,23.6117324829102,22.5442333221436,22.0878410339355,22.7952823638916,23.8004989624023,23.8644390106201,24.1244487762451
"6204",259,660,51.9226760864258,27.0420627593994,26.0505847930908,25.4023380279541,23.8104782104492,22.8812294006348,22.8183307647705,23.7579154968262,23.8647537231445,24.1244487762451
"6205",259,720,54.2814483642578,28.7221908569336,27.6692199707031,26.9595756530762,25.0732765197754,23.810863494873,22.9482135772705,23.722110748291,23.8643817901611,24.1244487762451
"6206",259,780,54.7870559692383,30.0236625671387,28.9774055480957,28.2539672851562,26.2281475067139,24.7547016143799,23.1735591888428,23.6971035003662,23.8634910583496,24.1244487762451
"6207",259,840,51.5784225463867,30.7331066131592,29.816780090332,29.1598930358887,27.1882781982422,25.6330871582031,23.4729194641113,23.6858291625977,23.8623104095459,24.1244487762451
"6208",259,900,44.2582893371582,30.6209907531738,29.9731121063232,29.4747753143311,27.8096370697021,26.3507118225098,23.8182125091553,23.6899127960205,23.8611030578613,24.1244487762451
"6209",259,960,33.5122032165527,29.615047454834,29.3417339324951,29.0824203491211,27.9676723480225,26.8006134033203,24.1733169555664,23.7094211578369,23.8601150512695,24.1244487762451
"6210",259,1020,21.5519886016846,27.8814735412598,28.012752532959,28.0240631103516,27.6151504516602,26.901346206665,24.4964923858643,23.7426681518555,23.8596115112305,24.1244487762451
"6211",259,1080,13.8894710540771,26.0241870880127,26.4180126190186,26.6278305053711,26.857385635376,26.643045425415,24.7475986480713,23.7862358093262,23.8597869873047,24.1244487762451
"6212",259,1140,12.0301647186279,24.6301612854004,25.0954666137695,25.3773765563965,25.9756469726562,26.1401977539062,24.9009494781494,23.8354682922363,23.8607635498047,24.1244487762451
"6213",259,1200,11.1491060256958,23.6479473114014,24.1232833862305,24.433614730835,25.1877574920654,25.5668697357178,24.9558944702148,23.8854732513428,23.8625793457031,24.1244487762451
"6214",259,1260,10.4816522598267,22.8632144927979,23.3437423706055,23.6658191680908,24.5047721862793,25.0170631408691,24.9298782348633,23.9321880340576,23.8651866912842,24.1244487762451
"6215",259,1320,9.94675731658936,22.24733543396,22.5873565673828,23.0438022613525,23.904899597168,24.5117263793945,24.8432636260986,23.972749710083,23.8684864044189,24.1244487762451
"6216",259,1380,9.53013515472412,21.6327724456787,22.1138954162598,22.4460105895996,23.3761825561523,24.0499038696289,24.7132110595703,24.0053672790527,23.8723392486572,24.1244487762451
"6217",260,0,9.18975353240967,21.1341724395752,21.612813949585,21.9464492797852,22.9017810821533,23.6265621185303,24.5529708862305,24.0290431976318,23.8765830993652,24.1244487762451
"6218",260,60,8.93781661987305,20.6957740783691,21.1674118041992,21.5031509399414,22.4738140106201,23.2365550994873,24.3724727630615,24.0433769226074,23.8810539245605,24.1244487762451
"6219",260,120,8.69648551940918,20.229887008667,20.9234943389893,21.0552597045898,22.0872745513916,22.8756847381592,24.1791019439697,24.0483722686768,23.885570526123,24.1244487762451
"6220",260,180,8.42617797851562,19.93727684021,20.4053344726562,20.7374210357666,21.7269649505615,22.5397148132324,23.9782733917236,24.0443115234375,23.8900032043457,24.1244487762451
"6221",260,240,8.14625072479248,19.5973300933838,20.0640182495117,20.3961753845215,21.393087387085,22.2240810394287,23.7737827301025,24.0316562652588,23.8941764831543,24.1244487762451
